network_feature_1,network_feature_2,network_feature_3,network_feature_4,network_feature_5,network_feature_6,network_feature_7,network_feature_8,network_feature_9,network_feature_10,network_feature_11,network_feature_12,network_feature_13,network_feature_14,network_feature_15,network_feature_16,network_feature_17,network_feature_18,network_feature_19,network_feature_20,network_feature_21,network_feature_22,network_feature_23,network_feature_24,network_feature_25,network_feature_26,network_feature_27,network_feature_28,network_feature_29,network_feature_30,network_feature_31,network_feature_32,network_feature_33,network_feature_34,network_feature_35,network_feature_36,network_feature_37,network_feature_38,network_feature_39,network_feature_40,network_feature_41,network_feature_42,network_feature_43,arp.src.proto_ipv4,Attack_type
0.4674700259361,0.19410799090858866,0.7440594584608511,0.38730719095269284,0.500593338653391,0.6842573208709235,0.30156745497099646,0.9074509647875826,0.695579496667909,0.24180166632931965,0.27209056529925735,0.9445542088803939,0.6462108100633862,0.7118745211221422,0.6645715344614379,0.9754713509184934,0.5909871104395348,0.5585227132861,0.7621939864056978,0.648966652610911,0.618163963838548,0.5056338867572798,0.4926627543826517,0.9161957109684066,0.8092916627450722,0.10533263014527172,0.8046321612188977,0.7496553952370437,0.7795653825291945,0.5769431657652606,0.9222792485373751,0.06723195360572465,0.785106451782267,0.416909368248889,0.8574408478237187,0.799484077995712,0.7228881109951888,0.7646410411147995,0.26230033345140846,0.7692747819147512,0.00047804677090068637,0.6293461895570424,0.671560378889815,192.168.0.1,SQL_injection
0.23109971159337162,0.11500657182832319,0.025880650996370824,0.43026653131066717,0.9820640243253724,0.13569501174688692,0.26397997342531077,0.8450293839564292,0.2163791960457857,0.17629435519234837,0.9119541197199462,0.38085216403519884,0.47964254346225843,0.24798322939816297,0.4095339953111743,0.19670531236409805,0.30764572414239455,0.8569516293562826,0.38773646081681157,0.3524571366628746,0.36242474728447827,0.48832919378588824,0.7493560414366778,0.6938627817909636,0.48703812644595856,0.6848799016063214,0.19301757526290386,0.6562488889620142,0.1902247441138062,0.6910354747100362,0.9610550437946371,0.46784603021045046,0.2879012168171684,0.06855829494071441,0.1746756284423029,0.07802959235517992,0.1137056199082529,0.11720414393552459,0.0931983668877181,0.2749269511957234,0.7632755186767395,0.5912217826714161,0.9677066345918125,192.168.0.1,Ransomware
0.023559528812748365,0.2846002446503001,0.8987528310063945,0.5695009934943652,0.16481583385657184,0.464082266945655,0.5532054365272246,0.3503902288386034,0.10277560645647077,0.6546710271211427,0.5806191702991038,0.775293742568401,0.7126070594544706,0.3157736153923624,0.23417145610566292,0.3407566234179148,0.41468222662234877,0.5147569286586973,0.5311142722324406,0.6244507338247512,0.10705996672093654,0.38064152280538144,0.8862509272311684,0.9450227198179729,0.6592416273130539,0.6561006956349705,0.13808739394505343,0.7419416484481139,0.8464435321669782,0.25863726088233696,0.8271148501999182,0.3523990097196005,0.6213415643398815,0.9113957938912102,0.31422658081631194,0.5709612471720589,0.7352330628787627,0.8263541566218902,0.6970107814380482,0.9992104662174428,0.6269426684837048,0.35372182746562064,0.6375440347516941,192.168.0.1,XSS
0.4564777449247801,0.059545460537574035,0.6310454863116746,0.2974667548822817,0.6929504390266839,0.3842785040617911,0.6963483205011476,0.7159887945228236,0.7265841476262597,0.2488886549900965,0.7929887514156615,0.22931413694656777,0.6985977674178349,0.7175188428317935,0.7069206500462584,0.6258151104297881,0.42500764244721645,0.2184774277547662,0.646791190464299,0.2504343594863767,0.6112578608393887,0.4698309405156409,0.948294232790291,0.004137384850435244,0.6355521040072644,0.5825446671980955,0.7101486689384334,0.39149760922646515,0.1366567832301112,0.940571155192361,0.6122327067774699,0.14737603770574037,0.05489023338797139,0.010448696393393742,0.06389532035162593,0.5926022826697391,0.2820100828210924,0.012260175465433454,0.14410736329201046,0.29747349334093054,0.8792480592821372,0.24841237337154087,0.14283309588233095,192.168.0.1,Normal
0.6526536017495087,0.2507906397219398,0.3699408748022759,0.5343942337174867,0.875735239292118,0.13797331883108943,0.1804528531617472,0.104859454745453,0.24896341269907962,0.8699509187499429,0.5095476146763244,0.7276493841839963,0.32876424656294967,0.43151230533209717,0.7793007745851108,0.994600106312994,0.5713353397614721,0.3046615557697203,0.40336294507454074,0.0770181247627959,0.3655142309682865,0.8285462099387428,0.7334389003814816,0.14362887338897146,0.6711969043208554,0.9806559025600398,0.7148999259968642,0.7044344235367921,0.08177836415880557,0.21343452670026009,0.787929956565985,0.6502809123646826,0.6446755991895338,0.4613963608308974,0.27428384003591033,0.9459082231921093,0.3638406380051745,0.09720953141453059,0.5529937662669357,0.27633148979065425,0.3157333595267835,0.9177431732241239,0.2860473035674751,192.168.0.1,Normal
0.8742495521102016,0.9093417670551759,0.4692569948797337,0.5752164599019604,0.7419310567985838,0.940526697017237,0.16869788138273423,0.9147276625016877,0.23451588350706198,0.5778602163060533,0.4545177851522817,0.6229958121751259,0.525015774837539,0.5500640341144691,0.0703706776572881,0.4561319154300363,0.4732009047845892,0.9985330133639762,0.05573816627052186,0.050127141007795806,0.9994932730826148,0.6747230078296025,0.015633006984785314,0.5893840830264154,0.35769315295234205,0.8521376007499212,0.3823776375917227,0.42713477798161936,0.8530605648442736,0.6331317311640577,0.5913117862078677,0.5045370377420555,0.1889204372319242,0.0010037260060025144,0.9099243377810553,0.8769200900611571,0.01557605963618025,0.4266194869903046,0.7849071091554343,0.8638119141208159,0.5100408153956729,0.3830479388557797,0.9694975447059431,192.168.0.1,DDoS_HTTP
0.46720322677038717,0.3080969204732614,0.7897212993241314,0.3219770687713306,0.356213353926644,0.12223372608968763,0.5011969091315459,0.008130578633268382,0.5110239681853724,0.08050163018113421,0.2635311820547823,0.665517074766043,0.2623123036604984,0.39134994359368047,0.2842272912476108,0.352430850712359,0.9223677974291468,0.9445703373805174,0.7206925684218636,0.9960108449489392,0.6942478047884963,0.7805774982532115,0.7686619132673986,0.14225976579077781,0.10269616721198183,0.5829342638424502,0.9895005555337542,0.005286672016114102,0.8436495667137531,0.40167978127468096,0.4146843218784384,0.20444717756753217,0.047498962673251155,0.8725967313119273,0.7154336831979569,0.46693956417291094,0.9856949410497315,0.9015525696682044,0.27708641355851726,0.3851747155498064,0.9497151755589478,0.4329466953065251,0.756690256762868,192.168.0.1,SQL_injection
0.7581663541219892,0.540696438720978,0.849512232312812,0.514313688481441,0.29337241775134426,0.2267475628616511,0.009023542714513777,0.18334093012011,0.4128877595291699,0.42886874932341856,0.5114628540572288,0.29594574429743026,0.3445102918794254,0.040637430972438326,0.2375332456285506,0.38084792531253253,0.4100725008231403,0.34842137963966746,0.8602643530557166,0.45770160838059293,0.08817228216673245,0.2703306011950276,0.9222737561992214,0.8821327432297673,0.7012123908044202,0.09038306206099311,0.549951652320912,0.5824055440904372,0.5669935751331464,0.7103100599085163,0.609380634745233,0.20845963817492175,0.09166350506668364,0.9070741814922061,0.35384268066781055,0.7736635337004919,0.259687363138872,0.6251650517736682,0.18874511563707252,0.16969091368524913,0.7307660446829564,0.444899730690551,0.35431455586416527,192.168.0.1,Backdoor
0.7566683251136702,0.09877855890641674,0.42450472160151653,0.2137563291879615,0.025018451288504884,0.9115304649195757,0.6021552330390441,0.06562868296039526,0.04892765358427542,0.37682404457900165,0.6207259245679088,0.9696865091024554,0.2125267273672493,0.35437796017884804,0.7329765287007082,0.18126993226200105,0.05488613922346075,0.9392325092542451,0.7773127852381374,0.18312051072480418,0.3652236969643726,0.5174334169315375,0.7356854085056341,0.7859193215860406,0.4333733460631193,0.6995952139621336,0.48221644051609003,0.6405631621929831,0.5092843400910567,0.9360854155777201,0.8828386845488386,0.1492824364082488,0.9582477624761505,0.5667638219760438,0.4003537156989243,0.2071528090850785,0.23815677429166104,0.02570828587474372,0.8912235907664231,0.9021899506259887,0.40684725962478285,0.5908492484120746,0.7834372785203917,192.168.0.1,Normal
0.28479075607792526,0.0565340253122083,0.6807684570309037,0.17637477833290294,0.003047178065168965,0.7762856657405129,0.03652261098086118,0.017591174731951376,0.6488392843294016,0.15135445083889376,0.4040675946164132,0.892818376028819,0.46927356626093664,0.3841982300746505,0.7011120498105458,0.8806134622578647,0.04228176065959932,0.24471663218877715,0.045064847443139655,0.9553321695668463,0.7647026449072599,0.6031995736720228,0.494739856530252,0.4244574799980394,0.5716135032651294,0.818654294972876,0.159074850072625,0.5760585052007324,0.36098537743508996,0.6357739592576831,0.5103091958194622,0.8550304692577194,0.3433324343214107,0.6513732977460022,0.8720674662931583,0.878524853219551,0.062308035679591645,0.06300370680822887,0.0982523679147258,0.00823611921298073,0.7520143253785705,0.5307177054000218,0.3092673111582158,192.168.0.1,XSS
